_id,Station ID,State,City,Station Name,Timestamp,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),O Xylene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),AT (degC),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
40913,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T13:00:00,40.03,57.66,1.54,10.67,12.2,15.03,7.01,1.1,50.47,0.0,0.0,,,0.3,0.19,,54.32,0.39,138.26,,,78.45,1003.0,-0.5
40914,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T13:15:00,39.34,58.03,1.56,10.64,12.2,15.13,7.01,1.1,49.91,0.0,0.0,,,0.02,,,55.89,0.36,143.23,,,84.33,1002.7,-0.5
40915,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T13:30:00,38.15,58.03,1.6,10.64,12.24,15.21,7.3,1.15,50.14,0.0,0.0,,,0.29,,,55.69,0.34,127.77,,,85.95,1002.4,-0.5
40916,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T13:45:00,38.15,58.03,1.57,10.66,12.22,15.33,6.86,1.07,49.96,0.04,0.0,,,,,,55.9,0.4,135.56,,,90.67,1002.3,-0.5
40917,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T14:00:00,38.15,50.68,1.56,10.61,12.17,15.51,6.52,1.02,49.55,0.9,0.0,,,,0.01,,57.02,0.37,132.44,,,92.29,1002.0,-0.5
40918,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T14:15:00,36.0,48.97,1.53,10.61,12.14,15.58,6.97,1.09,49.71,0.0,0.0,,,0.02,0.21,,56.27,0.33,141.29,,,92.32,1001.8,-0.5
40919,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T14:30:00,32.45,48.97,1.61,10.58,12.19,15.66,6.93,1.08,50.03,0.0,0.0,,,0.35,,,56.9,0.29,120.89,,,95.62,1001.7,-0.5
40920,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T14:45:00,32.45,48.97,1.67,10.55,12.23,15.84,6.94,1.09,49.82,0.0,0.0,,,0.36,,,58.32,0.33,106.88,,,87.2,1001.4,-0.5
40921,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T15:00:00,32.45,45.23,1.69,10.56,12.25,16.04,6.94,1.09,49.69,0.0,0.0,,,0.31,0.01,,57.93,0.29,111.47,,,80.98,1001.3,-0.5
40922,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T15:15:00,31.66,44.36,1.73,10.58,12.3,16.15,7.04,1.1,49.54,0.0,0.0,,,,0.21,,58.7,0.38,118.83,,,104.13,1001.1,-0.5
40923,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T15:30:00,30.35,44.36,1.76,10.6,12.35,16.24,7.35,1.15,49.74,0.0,0.0,,,,,,59.14,0.32,122.55,,,88.2,1001.1,-0.5
40924,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T15:45:00,30.35,44.36,1.77,10.6,12.38,16.42,7.22,1.13,49.17,0.0,0.0,,,,,,60.24,0.33,119.36,,,62.98,1001.1,-0.5
40925,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T16:00:00,30.35,48.31,1.81,10.6,12.4,16.57,7.24,1.14,49.12,0.0,0.03,,,,,,61.91,0.32,116.51,,,73.97,1001.1,-0.5
40926,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T16:15:00,38.59,49.23,1.67,10.42,12.09,16.82,7.14,1.12,48.9,0.0,0.69,,,,,,62.6,0.37,137.61,,,56.8,1001.1,-0.5
40927,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T16:30:00,,,1.44,10.08,11.52,16.84,6.69,1.04,48.35,0.0,0.0,,,,0.01,,64.53,0.35,126.24,,,36.61,1001.1,-0.5
40928,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T16:45:00,,,1.51,10.11,11.63,16.78,6.61,1.03,48.35,0.0,0.0,,,,0.18,,65.92,0.36,131.76,,,30.48,1001.1,-0.5
40929,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T17:00:00,,,1.61,10.17,11.78,16.82,6.37,0.99,47.99,0.0,0.0,,,,,,67.37,0.28,128.91,,,26.15,1001.1,-0.5
40930,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T17:15:00,,,1.59,10.23,11.82,16.85,6.35,0.99,47.68,0.0,0.0,,,,,,69.09,0.35,124.28,,,23.7,1001.2,-0.5
40931,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T17:30:00,,,1.5,10.5,11.99,17.75,7.02,1.1,46.9,0.0,0.03,,,,0.01,,72.49,0.29,88.62,,,20.81,1001.5,-0.5
40932,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T17:45:00,,,1.64,10.62,12.26,19.08,7.18,1.13,46.4,0.0,0.66,,,,0.22,,75.53,0.35,101.78,,,19.2,1001.7,-0.5
40933,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T18:00:00,,,1.92,10.66,12.59,21.06,6.61,1.03,46.06,0.0,0.0,,,0.02,,,76.5,0.31,105.03,,,17.53,1001.7,-0.5
40934,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T18:15:00,,,2.04,10.62,12.66,22.31,6.53,1.02,45.75,0.0,0.0,,,0.52,,,77.75,0.36,123.92,,,16.04,1001.8,-0.5
40935,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2025-03-21T18:30:00,38.46,44.32,2.24,10.61,12.84,23.06,6.43,1.0,45.67,0.0,0.0,,,0.42,0.01,,79.24,0.33,117.2,,,14.91,1001.9,-0.5
