_id,Station ID,State,City,Station Name,Timestamp,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),O Xylene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),AT (degC),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
11537,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T00:30:00,9.49,15.82,3.9,13.14,17.04,53.39,8.43,0.0,50.9,1.7,0.22,,,0.91,0.32,,90.66,1.78,194.71,,,12.23,994.2,-0.47
11538,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T00:45:00,9.49,15.82,3.72,12.78,16.5,53.5,8.5,0.0,50.22,2.02,1.0,,,1.66,0.15,,91.51,1.44,188.31,,,12.3,994.0,-0.48
11539,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T01:00:00,9.49,15.82,3.69,12.63,16.32,53.8,8.57,0.0,49.98,0.51,1.39,,,1.67,0.45,,91.8,1.69,193.88,,,12.55,993.7,-0.47
11540,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T01:15:00,9.34,15.55,3.72,12.44,16.15,53.53,8.83,0.0,49.38,1.47,1.61,,,1.16,,,91.79,2.11,196.26,,,11.98,993.5,-0.47
11541,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T01:30:00,9.07,15.12,3.66,12.12,15.79,52.92,8.55,0.0,48.35,0.0,2.3,,,1.02,0.26,,91.79,1.49,194.44,,,12.99,993.3,-0.48
11542,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T01:45:00,9.07,15.12,3.73,11.72,15.45,52.43,8.74,0.07,48.45,0.0,2.12,,,0.77,0.76,,91.79,1.94,193.96,,,13.49,993.2,-0.47
11543,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T02:00:00,9.07,15.12,3.64,11.48,15.12,52.83,8.63,0.01,48.88,0.0,0.94,,,0.85,,,91.79,1.87,198.02,,,12.13,993.0,-0.47
11544,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T02:15:00,11.79,19.51,3.58,11.41,14.99,52.89,8.45,4.8,50.09,0.27,0.0,,,0.89,,,91.79,2.13,203.54,,,12.24,993.0,-0.46
11545,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T02:30:00,16.26,27.1,3.57,11.09,14.66,52.69,8.64,0.0,58.96,0.8,0.78,,,0.52,0.05,,91.63,2.03,208.03,,,12.6,993.0,-0.47
11546,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T02:45:00,16.26,27.1,3.43,10.77,14.2,53.15,8.39,7.7,54.68,0.28,2.26,,,,0.43,,91.75,1.7,204.94,,,12.26,993.0,-0.47
11547,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T03:00:00,16.26,27.1,4.04,10.96,14.99,52.78,8.42,0.0,55.6,0.8,0.38,,,,0.8,,91.71,2.05,202.37,,,11.65,993.0,-0.47
11548,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T03:15:00,,25.64,,,,,,,,0.21,1.93,,,0.12,0.06,,91.81,1.62,193.3,,,11.67,993.0,
11549,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T03:30:00,13.88,23.13,3.37,10.31,13.68,53.14,8.45,,52.1,0.95,2.75,,,0.48,0.23,,91.82,1.65,198.59,,,11.88,992.9,-0.47
11550,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T03:45:00,13.88,23.13,3.41,10.32,13.73,52.33,8.59,,48.56,0.95,1.13,,,0.59,0.44,,91.82,1.81,201.69,,,11.93,993.0,-0.47
11551,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T04:00:00,13.88,23.13,3.39,10.44,13.83,53.77,8.8,0.06,42.38,0.2,1.38,,,0.87,0.81,,91.82,1.45,201.26,,,13.18,993.0,-0.48
11552,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T04:15:00,16.17,26.96,3.42,10.64,14.06,54.81,8.64,0.04,46.23,1.04,1.52,,,0.93,0.24,,91.82,2.06,200.32,,,11.95,993.1,-0.47
11553,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T04:30:00,19.96,33.26,3.47,11.08,14.55,55.61,8.47,0.04,31.43,1.65,2.71,,,0.46,0.99,,91.82,1.8,197.55,,,12.76,993.4,-0.47
11554,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T04:45:00,19.96,33.26,3.42,10.73,14.16,56.6,8.87,3.5,37.07,1.48,2.06,,,0.32,0.92,,91.82,1.84,196.84,,,12.1,993.6,-0.47
11555,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T05:00:00,19.96,33.26,3.55,11.06,14.61,57.79,8.78,0.06,25.79,1.72,1.92,,,0.72,0.46,,91.82,1.84,206.58,,,11.91,993.6,-0.47
11556,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T05:15:00,19.01,31.72,3.57,10.99,14.56,58.2,8.78,0.05,45.3,1.44,0.41,,,1.51,0.41,,91.82,2.06,204.95,,,11.99,993.8,-0.47
11557,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T05:30:00,17.44,29.06,3.91,12.05,15.96,58.71,8.95,0.03,47.16,0.34,1.2,,,0.79,0.34,,91.82,1.36,207.26,,,12.65,994.1,-0.48
11558,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T05:45:00,17.44,29.06,4.05,12.54,16.59,59.38,8.46,,47.17,0.98,0.0,,,0.86,,,91.82,1.78,206.37,,,15.29,994.2,-0.47
11559,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T06:00:00,17.44,29.06,5.08,13.03,18.11,49.85,8.81,0.07,46.18,0.0,0.46,,,,0.58,,91.82,1.62,195.4,,,24.47,994.4,-0.47
11560,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T06:15:00,16.43,27.39,4.62,13.46,18.08,56.83,9.06,0.05,44.45,0.32,1.76,,,,1.86,,91.02,1.81,201.1,,,36.95,994.6,-0.47
11561,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T06:30:00,14.78,24.63,4.73,14.04,18.77,59.46,8.89,0.07,46.61,0.94,1.22,,,0.15,0.78,,89.63,1.51,195.32,,,46.94,994.8,-0.48
11562,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T06:45:00,14.78,24.63,5.17,15.12,20.29,60.47,8.73,0.1,46.38,0.56,0.0,,,0.57,0.9,,88.75,1.61,186.57,,,52.94,995.0,-0.48
11563,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T07:00:00,14.78,24.63,5.56,16.12,21.68,62.1,8.87,0.04,46.5,2.09,0.42,,,0.36,0.9,,86.81,1.69,185.95,,,61.27,995.3,-0.48
11564,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T07:15:00,14.36,23.93,5.75,16.15,21.9,62.39,8.7,0.08,46.87,1.51,1.24,,,0.21,1.64,,84.5,1.51,188.43,,,70.45,995.4,-0.48
11565,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T07:30:00,13.66,22.76,6.04,16.81,22.85,62.66,8.49,0.04,46.65,0.78,0.0,,,0.97,0.54,,80.7,1.62,194.69,,,81.89,995.7,-0.48
11566,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T07:45:00,13.66,22.76,6.43,17.97,24.41,63.62,8.54,0.0,47.66,0.98,0.49,,,1.17,0.42,,75.8,1.58,199.25,,,93.23,995.9,-0.48
11567,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T08:00:00,13.66,22.76,5.7,18.62,24.32,65.22,8.62,6.2,46.14,1.45,1.82,,,1.05,0.54,,70.9,1.8,202.55,,,105.81,996.1,-0.47
11568,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T08:15:00,15.97,26.73,3.69,19.85,23.53,66.86,8.25,5.1,42.12,0.97,1.33,,,2.04,,,66.08,1.89,196.23,,,119.89,996.2,-0.47
11569,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T08:30:00,19.96,33.26,3.24,22.0,25.23,68.27,8.96,0.05,38.45,0.0,0.55,,,0.96,0.08,,61.57,1.73,194.85,,,234.97,996.3,-0.47
11570,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T08:45:00,19.96,33.26,2.89,21.79,24.69,69.38,8.81,0.04,51.22,0.48,0.0,,,2.1,0.43,,56.81,1.76,195.89,,,367.58,996.3,-0.47
11571,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T09:00:00,19.96,33.26,2.82,20.51,23.32,67.06,8.57,0.07,46.91,1.41,0.46,,,0.63,0.69,,54.07,1.96,200.48,,,421.69,996.3,-0.47
11572,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T09:15:00,20.51,34.18,2.34,21.89,24.23,69.8,8.52,0.05,43.31,0.0,1.58,,,0.42,0.65,,51.17,1.9,199.18,,,473.15,996.3,-0.47
11573,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T09:30:00,21.41,35.68,1.91,23.42,25.33,69.36,8.89,0.02,41.84,0.0,1.24,,,0.58,0.86,,47.53,1.87,186.6,,,503.8,996.3,-0.47
11574,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T09:45:00,21.41,35.68,1.54,22.81,24.35,68.21,8.94,0.09,42.43,0.0,2.02,,,,0.62,,45.46,1.93,199.64,,,527.37,996.3,-0.47
11575,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T10:00:00,21.41,35.68,1.22,21.17,22.39,67.74,8.43,0.09,43.6,0.0,1.61,,,0.35,0.22,,44.01,2.15,206.13,,,545.91,996.3,-0.47
11576,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T10:15:00,21.35,35.59,0.93,19.98,20.91,69.3,8.72,0.01,39.51,0.0,1.23,,,1.15,0.24,,43.18,2.5,209.66,,,604.16,996.3,-0.46
11577,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T10:30:00,21.25,35.42,0.61,18.18,18.79,72.46,8.42,0.04,35.49,0.24,0.21,,,0.57,0.3,,42.21,2.16,209.72,,,640.62,996.3,-0.46
11578,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T10:45:00,21.25,35.42,0.71,17.4,18.12,73.62,8.45,0.02,41.4,0.74,1.16,,,0.7,,,40.5,1.95,196.14,,,653.08,996.1,-0.47
11579,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T11:00:00,21.25,35.42,0.72,18.8,19.52,76.21,8.48,0.03,41.92,0.0,3.12,,,0.61,0.34,,40.28,1.94,188.22,,,666.39,996.0,-0.47
11580,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T11:15:00,22.62,37.69,0.67,18.54,19.21,76.89,8.85,0.0,40.95,0.17,5.25,,,1.28,1.15,,44.16,1.58,178.48,,,646.08,995.7,-0.47
11581,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T11:30:00,24.86,41.43,0.99,17.61,18.61,77.16,8.77,1.0,40.98,0.86,3.09,,,0.88,0.54,,49.46,1.96,173.21,,,630.33,995.5,-0.47
11582,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T11:45:00,24.86,41.43,1.56,15.56,17.12,76.76,8.75,0.01,44.06,1.04,5.3,,,0.42,1.01,,56.47,2.0,150.73,,,637.0,995.4,-0.47
11583,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T12:00:00,24.86,41.43,1.95,13.95,15.9,75.12,8.66,0.03,45.17,0.0,3.22,,,1.74,0.71,,56.68,1.95,165.15,,,646.18,995.1,-0.46
11584,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T12:15:00,22.28,37.13,2.47,13.25,15.72,73.3,8.86,0.02,45.25,0.57,5.33,,,1.35,0.76,,57.96,2.56,147.69,,,649.91,995.0,-0.46
11585,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T12:30:00,18.03,30.04,2.72,12.52,15.25,69.41,8.33,9.9,43.49,2.04,1.66,,,0.2,0.55,,58.33,2.61,140.17,,,653.02,994.7,-0.45
11586,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T12:45:00,18.03,30.04,2.26,15.02,17.28,70.12,8.7,2.3,33.89,0.83,2.85,,,0.83,0.69,,58.75,2.62,142.64,,,650.65,994.4,-0.45
11587,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T13:00:00,18.03,30.04,1.84,15.58,17.42,67.89,8.88,0.05,36.2,0.0,1.85,,,0.89,0.19,,58.66,2.73,145.91,,,646.9,994.2,-0.45
11588,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T13:15:00,18.55,30.92,1.48,15.67,17.15,66.07,8.89,0.06,37.44,0.0,0.3,,,1.07,0.59,,58.81,2.49,154.41,,,657.3,994.1,-0.46
11589,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T13:30:00,19.43,32.38,1.43,15.36,16.79,65.34,8.87,0.04,36.17,0.28,1.27,,,1.12,,,57.2,2.27,150.78,,,652.97,993.8,-0.46
11590,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T13:45:00,19.43,32.38,1.33,14.54,15.87,62.87,8.44,0.06,34.51,1.15,1.43,,,0.73,0.05,,58.83,2.45,167.77,,,636.41,993.6,-0.46
11591,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T14:00:00,19.43,32.38,1.45,14.19,15.64,60.17,9.01,0.04,35.59,0.91,1.12,,,0.85,0.25,,60.89,2.22,154.77,,,622.67,993.6,-0.46
11592,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T14:15:00,23.77,39.61,1.56,13.41,14.97,57.52,8.46,0.04,35.44,0.29,0.54,,,1.26,0.48,,63.09,2.57,162.36,,,603.25,993.4,-0.45
11593,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T14:30:00,30.92,51.53,1.32,12.86,14.18,58.3,8.53,0.04,30.97,0.89,1.66,,,0.9,0.46,,63.98,2.68,160.86,,,585.73,993.1,-0.45
11594,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T14:45:00,30.92,51.53,1.42,13.14,14.56,58.34,8.96,,30.92,0.23,0.16,,,2.29,0.1,,65.22,2.55,167.15,,,562.38,993.0,-0.45
11595,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T15:00:00,30.92,51.53,1.75,13.83,15.58,57.94,8.7,6.5,35.59,0.71,1.01,,,1.02,0.59,,67.09,2.62,165.84,,,515.3,993.0,-0.45
11596,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T15:15:00,30.69,51.15,1.81,13.61,15.42,61.43,9.02,0.01,36.94,0.53,1.95,,,1.2,0.91,,70.29,2.85,165.35,,,465.52,992.9,-0.45
11597,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T15:30:00,30.32,50.53,1.81,13.98,15.78,61.77,8.63,,36.91,1.93,1.49,,,0.54,0.52,,70.83,2.04,156.02,,,422.12,992.8,-0.46
11598,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T15:45:00,30.32,50.53,2.06,14.71,16.77,61.26,8.2,3.6,38.44,1.15,1.01,,,1.66,0.75,,72.91,2.61,156.92,,,370.55,992.9,-0.45
11599,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T16:00:00,30.32,50.53,2.37,14.74,17.1,61.4,8.36,0.07,37.65,0.83,0.22,,,,0.43,,77.39,2.44,167.18,,,326.97,993.0,-0.45
11600,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T16:15:00,28.71,47.84,2.4,14.92,17.31,62.47,8.51,0.05,39.87,0.0,0.67,,,,0.33,,79.36,2.18,171.49,,,278.17,993.1,-0.46
11601,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T16:30:00,26.05,43.42,1.53,14.55,16.08,65.95,8.71,0.09,33.17,0.0,0.62,,,0.1,,,82.72,2.63,157.54,,,132.92,993.2,-0.45
11602,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T16:45:00,26.05,43.42,1.11,14.58,15.69,65.22,8.77,0.4,34.25,0.18,1.92,,,0.5,,,84.06,2.49,171.13,,,63.13,993.3,-0.45
11603,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T17:00:00,26.05,43.42,1.39,13.93,15.32,65.88,8.7,0.05,36.18,0.56,0.0,,,0.57,,,85.51,2.31,166.94,,,44.14,993.5,-0.46
11604,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T17:15:00,25.93,43.21,1.68,12.98,14.66,64.0,8.72,0.1,33.94,0.0,0.52,,,0.16,0.27,,86.32,2.18,170.39,,,30.7,993.7,-0.46
11605,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T17:30:00,25.72,42.87,1.81,13.15,14.96,60.21,8.8,0.08,32.18,0.0,1.62,,,0.9,0.96,,87.26,2.11,169.36,,,20.05,993.8,-0.46
11606,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T17:45:00,25.72,42.87,2.18,13.64,15.82,56.73,8.91,0.01,32.74,0.0,0.29,,,1.22,0.37,,87.67,2.33,173.16,,,16.66,994.1,-0.46
11607,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T18:00:00,25.72,42.87,3.5,14.44,17.94,47.49,8.38,,37.83,0.28,1.38,,,,0.09,,88.52,2.37,164.37,,,12.13,994.2,-0.46
11608,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T18:15:00,25.67,42.79,3.49,14.84,18.33,52.61,8.85,,39.23,0.85,1.46,,,0.32,0.35,,88.72,2.29,171.46,,,8.17,994.4,-0.46
11609,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T18:30:00,25.59,42.65,3.66,14.04,17.7,52.94,8.57,,38.42,1.47,0.57,,,0.99,0.58,,87.83,2.67,168.02,,,7.8,994.8,-0.45
11610,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T18:45:00,25.59,42.65,3.94,13.78,17.73,52.13,8.55,,39.97,4.79,1.78,,,,1.04,,86.92,2.24,175.87,,,8.38,995.1,-0.46
11611,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T19:00:00,25.59,42.65,4.03,14.1,18.12,52.17,8.28,,39.39,1.21,0.0,,,,,,87.73,1.97,169.57,,,8.67,995.4,-0.47
11612,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T19:15:00,24.1,40.17,4.2,14.48,18.68,50.73,8.96,,42.19,1.4,0.0,,,0.14,0.18,,87.75,2.0,173.08,,,8.83,995.4,-0.47
11613,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T19:30:00,21.65,36.08,4.49,14.6,19.08,49.52,8.36,,40.92,0.39,0.42,,,0.43,0.56,,87.79,2.19,166.62,,,9.03,995.4,-0.46
11614,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T19:45:00,21.65,36.08,4.72,15.31,20.03,49.34,8.91,0.1,42.26,1.73,1.51,,,0.08,,,87.88,2.03,167.16,,,9.23,995.7,-0.47
11615,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T20:00:00,21.65,36.08,4.56,14.58,19.14,48.86,9.13,,40.55,1.92,1.5,,,0.46,,,87.45,2.08,167.33,,,9.29,996.0,-0.46
11616,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T20:15:00,20.84,34.73,4.59,14.44,19.03,48.58,8.72,0.04,43.8,1.17,2.77,,,0.83,,,86.72,2.2,175.51,,,9.39,996.3,-0.46
11617,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T20:30:00,19.51,32.52,4.65,14.49,19.14,48.21,8.71,0.02,39.63,0.83,0.89,,,0.7,0.07,,85.5,2.19,168.52,,,9.44,996.3,-0.46
11618,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T20:45:00,19.51,32.52,4.74,14.52,19.26,47.89,8.24,0.02,39.99,0.98,0.0,,,0.36,0.3,,85.42,2.06,166.28,,,9.5,996.5,-0.47
11619,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T21:00:00,19.51,32.52,5.35,14.08,19.44,46.29,8.77,1.3,40.49,1.12,0.0,,,0.66,0.36,,85.72,2.31,172.94,,,9.5,996.7,-0.46
11620,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T21:15:00,18.64,31.11,5.06,13.71,18.77,46.99,8.8,0.05,40.75,0.16,0.41,,,0.74,0.42,,86.11,2.15,168.03,,,9.45,996.6,-0.46
11621,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T21:30:00,17.21,28.69,4.71,13.64,18.36,46.68,8.43,0.04,37.42,0.76,1.29,,,0.43,0.45,,85.59,2.1,168.09,,,9.44,996.6,-0.46
11622,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T21:45:00,17.21,28.69,4.58,14.04,18.62,45.97,9.2,0.03,39.25,0.82,0.31,,,,1.06,,85.47,1.88,177.62,,,9.4,996.6,-0.47
11623,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T22:00:00,17.21,28.69,4.65,14.45,19.1,46.08,8.51,0.03,38.93,0.32,1.32,,,0.22,0.8,,85.07,2.09,175.88,,,9.57,996.6,-0.46
11624,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T22:15:00,15.74,26.16,4.62,14.07,18.68,46.42,8.61,0.02,39.55,1.47,1.37,,,0.84,0.38,,84.64,1.75,180.08,,,9.6,996.6,-0.47
11625,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T22:30:00,13.21,22.01,4.47,13.69,18.16,46.67,8.51,9.3,40.16,1.66,1.74,,,0.54,,,85.26,1.99,177.16,,,9.39,996.7,-0.47
11626,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T22:45:00,13.21,22.01,4.48,13.72,18.2,47.14,8.72,1.1,45.71,1.02,1.57,,,0.8,,,85.78,2.2,174.77,,,9.5,996.6,-0.47
11627,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T23:00:00,13.21,22.01,4.5,13.56,18.06,47.83,9.08,0.0,50.15,1.03,1.13,,,0.76,0.22,,86.53,1.73,172.56,,,9.34,996.6,-0.47
11628,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T23:15:00,13.26,22.1,4.59,13.65,18.24,48.34,8.7,0.0,50.43,2.01,0.82,,,0.7,0.86,,86.84,1.83,185.97,,,9.47,996.5,-0.47
11629,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-03T23:30:00,13.34,22.24,4.62,13.48,18.1,48.58,8.89,0.0,50.56,2.54,1.13,,,0.63,0.63,,87.88,1.61,182.07,,,9.38,996.3,-0.47
11630,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T00:00:00,13.34,22.24,4.53,12.19,16.72,49.06,8.64,0.0,50.42,0.0,2.71,,,0.97,0.52,,88.25,2.15,176.13,,,9.7,996.1,-0.46
11631,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T00:15:00,12.49,20.81,4.45,11.76,16.21,49.76,8.42,0.0,50.45,0.0,0.63,,,0.19,0.13,,88.52,1.99,179.33,,,9.54,995.8,-0.46
11632,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T00:30:00,11.08,18.46,4.29,11.51,15.8,50.28,8.87,0.0,50.91,0.2,3.36,,,1.03,0.66,,89.64,1.78,188.33,,,9.35,995.6,-0.47
11633,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T00:45:00,11.08,18.46,4.2,11.19,15.39,50.28,8.56,0.0,49.77,0.99,4.84,,,1.3,0.95,,90.69,1.56,188.59,,,9.25,995.4,-0.47
11634,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T01:00:00,11.08,18.46,4.23,11.24,15.48,50.4,8.63,0.0,49.96,1.51,2.29,,,0.35,0.68,,91.24,1.9,189.14,,,9.35,995.2,-0.47
11635,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T01:15:00,10.39,17.28,4.21,11.29,15.5,50.9,8.56,0.0,49.59,1.38,1.95,,,1.25,0.79,,91.01,1.79,189.36,,,9.67,995.1,-0.47
11636,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T01:30:00,9.2,15.33,4.21,11.44,15.65,51.07,9.14,0.04,49.4,0.25,1.5,,,0.66,0.28,,90.75,1.85,193.67,,,10.5,995.1,-0.47
11637,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T01:45:00,9.2,15.33,4.4,12.44,16.83,51.91,8.63,0.09,62.5,1.12,0.0,,,1.11,0.91,,90.82,1.99,185.34,,,9.75,994.9,-0.47
